Organism/Name,Strain,Genome,TaxID,no rank,superkingdom,phylum,class,order,family,genus,genome_type,evid
Fontibacillus solani,CECT 8693,GCF_014138385.1,1572857,cellular organisms,Bacteria,Bacillota,Bacilli,Bacillales,Paenibacillaceae,Fontibacillus,Alternative nitrogen-fixing genomes,No
Azomonas macrocytogenes,CECT 4462,GCF_014191985.1,69962,cellular organisms,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Azomonas,Alternative nitrogen-fixing genomes,No
Defluviicoccus vanus,Ben 114,GCF_014672695.1,111831,cellular organisms,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Defluviicoccus,Alternative nitrogen-fixing genomes,No
Dendronalium phyllosphericum CENA369,CENA369,GCF_016056275.1,1725256,cellular organisms,Bacteria,Cyanobacteriota,Cyanophyceae,Nostocales,Nostocaceae,Dendronalium,Alternative nitrogen-fixing genomes,No
Azoarcus nasutitermitis,CC-YHH838,GCF_004801295.1,2565930,cellular organisms,Bacteria,Pseudomonadota,Betaproteobacteria,Rhodocyclales,Zoogloeaceae,Pseudothauera,Alternative nitrogen-fixing genomes,No
Azoarcus rhizosphaerae,CC-YHH848,GCF_004801305.1,2565932,cellular organisms,Bacteria,Pseudomonadota,Betaproteobacteria,Rhodocyclales,Zoogloeaceae,Pseudothauera,Alternative nitrogen-fixing genomes,No
Brenneria izadpanahii,Iran 50,GCF_017569925.1,2722756,cellular organisms,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Pectobacteriaceae,Brenneria,Alternative nitrogen-fixing genomes,No
Pelorhabdus rhamnosifermentans,BoRhaA,GCF_018835585.1,2772457,cellular organisms,Bacteria,Bacillota,Negativicutes,Selenomonadales,Sporomusaceae,Pelorhabdus,Alternative nitrogen-fixing genomes,No
Affinibrenneria salicis,L3-3HA,GCF_008710095.1,2590031,cellular organisms,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Pectobacteriaceae,Affinibrenneria,Alternative nitrogen-fixing genomes,No
Chlorobium phaeobacteroides DSM 266,DSM 266,GCF_000015125.1,290317,Chlorobium/Pelodictyon group,Bacteria,Chlorobiota,Chlorobiia,Chlorobiales,Chlorobiaceae,Chlorobium,Classical nitrogen-fixing genomes,Yes
Magnetospirillum magnetotacticum MS-1,MS-1,GCF_000829825.1,272627,cellular organisms,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Magnetospirillum,Classical nitrogen-fixing genomes,Yes
Desulfitobacterium hafniense DCB-2,DCB-2,GCF_000021925.1,272564,cellular organisms,Bacteria,Bacillota,Clostridia,Eubacteriales,Desulfitobacteriaceae,Desulfitobacterium,Classical nitrogen-fixing genomes,Yes
Desulfovibrio vulgaris DP4,DP4,GCF_000015485.1,391774,cellular organisms,Bacteria,Thermodesulfobacteriota,Desulfovibrionia,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,Classical nitrogen-fixing genomes,Yes
Methanococcus maripaludis,DSM 2067,GCF_002945325.1,39152,cellular organisms,Archaea,Euryarchaeota,Methanococci,Methanococcales,Methanococcaceae,Methanococcus,Classical nitrogen-fixing genomes,Yes
Rhizobium leguminosarum,SM52,GCF_004306555.1,384,Rhizobium/Agrobacterium group,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Rhizobium,Classical nitrogen-fixing genomes,Yes
Bradyrhizobium japonicum,5038,GCF_013752735.1,375,cellular organisms,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Nitrobacteraceae,Bradyrhizobium,Classical nitrogen-fixing genomes,Yes
Gluconacetobacter diazotrophicus PA1 5,PAl 5; ATCC 49037,GCF_000021325.1,272568,cellular organisms,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Gluconacetobacter,Classical nitrogen-fixing genomes,Yes
Rhizobium etli,NXC12,GCF_002119845.1,29449,Rhizobium/Agrobacterium group,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Rhizobium,Classical nitrogen-fixing genomes,Yes
Zymomonas mobilis subsp. mobilis ZM4 = ATCC 31821,ZM4,GCF_000007105.1,264203,cellular organisms,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Zymomonadaceae,Zymomonas,Classical nitrogen-fixing genomes,Yes
Dickeya dadantii 3937,3937,GCF_000147055.1,198628,cellular organisms,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Pectobacteriaceae,Dickeya,Classical nitrogen-fixing genomes,Yes
Mesorhizobium loti,DSM 2626,GCF_003148495.1,381,cellular organisms,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Phyllobacteriaceae,Mesorhizobium,Classical nitrogen-fixing genomes,Yes
Sinorhizobium meliloti 2011,2011,GCF_000346065.1,1286640,Sinorhizobium/Ensifer group,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Sinorhizobium,Classical nitrogen-fixing genomes,Yes
Methylococcus capsulatus str. Bath,Bath,GCF_000008325.1,243233,cellular organisms,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylococcaceae,Methylococcus,Classical nitrogen-fixing genomes,Yes
Acidithiobacillus ferrooxidans,YNTRS-40,GCF_013462805.1,920,cellular organisms,Bacteria,Pseudomonadota,Acidithiobacillia,Acidithiobacillales,Acidithiobacillaceae,Acidithiobacillus,Classical nitrogen-fixing genomes,Yes
Clostridium acetobutylicum DSM 1731,DSM 1731,GCF_000218855.1,991791,cellular organisms,Bacteria,Bacillota,Clostridia,Eubacteriales,Clostridiaceae,Clostridium,Classical nitrogen-fixing genomes,Yes
Geobacter metallireducens GS-15,GS-15,GCF_000012925.1,269799,cellular organisms,Bacteria,Thermodesulfobacteriota,Desulfuromonadia,Geobacterales,Geobacteraceae,Geobacter,Classical nitrogen-fixing genomes,Yes
Geobacter sulfurreducens PCA,PCA,GCF_000007985.2,243231,cellular organisms,Bacteria,Thermodesulfobacteriota,Desulfuromonadia,Geobacterales,Geobacteraceae,Geobacter,Classical nitrogen-fixing genomes,Yes
Dehalococcoides mccartyi CG4,CG4,GCF_000830905.1,1432060,cellular organisms,Bacteria,Chloroflexota,Dehalococcoidia,Dehalococcoidales,Dehalococcoidaceae,Dehalococcoides,Classical nitrogen-fixing genomes,Yes
Nostoc punctiforme PCC 73102,ATCC 29133; PCC 73102,GCF_000020025.1,63737,cellular organisms,Bacteria,Cyanobacteriota,Cyanophyceae,Nostocales,Nostocaceae,Nostoc,Classical nitrogen-fixing genomes,Yes
Paraburkholderia xenovorans LB400,LB400,GCF_000013645.1,266265,cellular organisms,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia,Classical nitrogen-fixing genomes,Yes
Methanothermobacter thermautotrophicus str. Delta H,Delta H,GCF_000008645.1,187420,cellular organisms,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanothermobacter,Classical nitrogen-fixing genomes,Yes
Methanosarcina mazei Go1,Go1,GCF_000007065.1,192952,cellular organisms,Archaea,Euryarchaeota,Methanomicrobia,Methanosarcinales,Methanosarcinaceae,Methanosarcina,Classical nitrogen-fixing genomes,Yes
Chlorobaculum tepidum TLS,TLS,GCF_000006985.1,194439,cellular organisms,Bacteria,Chlorobiota,Chlorobiia,Chlorobiales,Chlorobiaceae,Chlorobaculum,Classical nitrogen-fixing genomes,Yes
Pectobacterium atrosepticum,21A,GCF_000740965.1,29471,cellular organisms,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Pectobacteriaceae,Pectobacterium,Classical nitrogen-fixing genomes,Yes
Wolinella succinogenes DSM 1740,DSMZ 1740,GCF_000196135.1,273121,cellular organisms,Bacteria,Campylobacterota,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,Wolinella,Classical nitrogen-fixing genomes,Yes
Moorella thermoacetica,DSM 103284,GCF_001874605.1,1525,Moorella group,Bacteria,Bacillota,Clostridia,Thermoanaerobacterales,Thermoanaerobacteraceae,Moorella,Classical nitrogen-fixing genomes,Yes
Crocosphaera watsonii WH 0003,WH 0003,GCF_000235665.1,423471,cellular organisms,Bacteria,Cyanobacteriota,Cyanophyceae,Chroococcales,Aphanothecaceae,Crocosphaera,Classical nitrogen-fixing genomes,Yes
Burkholderia vietnamiensis,FL-2-3-10-S3-D0,GCF_001523705.1,60552,cellular organisms,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Classical nitrogen-fixing genomes,Yes
Chlorobium limicola DSM 245,DSM 245,GCF_000020465.1,290315,Chlorobium/Pelodictyon group,Bacteria,Chlorobiota,Chlorobiia,Chlorobiales,Chlorobiaceae,Chlorobium,Classical nitrogen-fixing genomes,Yes
Chlorobium phaeovibrioides,BrKhr17,GCF_003968655.1,1094,Chlorobium/Pelodictyon group,Bacteria,Chlorobiota,Chlorobiia,Chlorobiales,Chlorobiaceae,Chlorobium,Classical nitrogen-fixing genomes,Yes
Clostridium beijerinckii,DSM 791,GCF_018223745.1,1520,cellular organisms,Bacteria,Bacillota,Clostridia,Eubacteriales,Clostridiaceae,Clostridium,Classical nitrogen-fixing genomes,Yes
Prosthecochloris aestuarii DSM 271,DSM 271,GCF_000020625.1,290512,cellular organisms,Bacteria,Chlorobiota,Chlorobiia,Chlorobiales,Chlorobiaceae,Prosthecochloris,Classical nitrogen-fixing genomes,Yes
Pelodictyon phaeoclathratiforme BU-1,BU-1,GCF_000020645.1,324925,Chlorobium/Pelodictyon group,Bacteria,Chlorobiota,Chlorobiia,Chlorobiales,Chlorobiaceae,Pelodictyon,Classical nitrogen-fixing genomes,Yes
Pelobacter propionicus DSM 2379,DSM 2379,GCF_000015045.1,338966,cellular organisms,Bacteria,Thermodesulfobacteriota,Desulfuromonadia,Desulfuromonadales,Desulfuromonadaceae,Pelobacter,Classical nitrogen-fixing genomes,Yes
Polaromonas naphthalenivorans CJ2,CJ2,GCF_000015505.1,365044,cellular organisms,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Polaromonas,Classical nitrogen-fixing genomes,Yes
Nodularia spumigena UHCC 0039,UHCC 0039,GCF_003054475.1,1914872,cellular organisms,Bacteria,Cyanobacteriota,Cyanophyceae,Nostocales,Aphanizomenonaceae,Nodularia,Classical nitrogen-fixing genomes,Yes
Clostridium ljungdahlii DSM 13528,DSM 13528,GCF_000143685.1,748727,cellular organisms,Bacteria,Bacillota,Clostridia,Eubacteriales,Clostridiaceae,Clostridium,Classical nitrogen-fixing genomes,Yes
Xanthobacter autotrophicus,DSM 432,GCF_005871085.1,280,cellular organisms,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Xanthobacteraceae,Xanthobacter,Classical nitrogen-fixing genomes,Yes
Cupriavidus taiwanensis LMG 19424,LMG 19424,GCF_000069785.1,977880,cellular organisms,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Cupriavidus,Classical nitrogen-fixing genomes,Yes
Halorhodospira halophila SL1,SL1,GCF_000015585.1,349124,cellular organisms,Bacteria,Pseudomonadota,Gammaproteobacteria,Chromatiales,Ectothiorhodospiraceae,Halorhodospira,Classical nitrogen-fixing genomes,Yes
Sinorhizobium medicae,USDA1037,GCF_007827695.1,110321,Sinorhizobium/Ensifer group,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Sinorhizobium,Classical nitrogen-fixing genomes,Yes
Chlorobium ferrooxidans DSM 13031,DSM 13031,GCF_000168715.1,377431,Chlorobium/Pelodictyon group,Bacteria,Chlorobiota,Chlorobiia,Chlorobiales,Chlorobiaceae,Chlorobium,Classical nitrogen-fixing genomes,Yes
Frankia alni ACN14a,ACN14A,GCF_000058485.1,326424,cellular organisms,Bacteria,Actinomycetota,Actinomycetes,Frankiales,Frankiaceae,Frankia,Classical nitrogen-fixing genomes,Yes
Paraburkholderia phymatum STM815,STM815,GCF_000020045.1,391038,cellular organisms,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia,Classical nitrogen-fixing genomes,Yes
Methanococcus vannielii SB,SB,GCF_000017165.1,406327,cellular organisms,Archaea,Euryarchaeota,Methanococci,Methanococcales,Methanococcaceae,Methanococcus,Classical nitrogen-fixing genomes,Yes
Rhodospirillum centenum SW,SW; ATCC 51521,GCF_000016185.1,414684,cellular organisms,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Rhodospirillum,Classical nitrogen-fixing genomes,Yes
Magnetospirillum gryphiswaldense MSR-1 v2,MSR-1,GCF_000513295.1,1430440,cellular organisms,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Magnetospirillum,Classical nitrogen-fixing genomes,Yes
Azorhizobium caulinodans ORS 571,ORS 571,GCF_000010525.1,438753,cellular organisms,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Xanthobacteraceae,Azorhizobium,Classical nitrogen-fixing genomes,Yes
Coleofasciculus chthonoplastes PCC 7420,PCC 7420,GCF_000155555.1,118168,cellular organisms,Bacteria,Cyanobacteriota,Cyanophyceae,Oscillatoriales,Coleofasciculaceae,Coleofasciculus,Classical nitrogen-fixing genomes,Yes
Desulfatibacillum alkenivorans DSM 16219,DSM 16219,GCF_900142135.1,1121393,cellular organisms,Bacteria,Thermodesulfobacteriota,Desulfobacteria,Desulfobacterales,Desulfatibacillaceae,Desulfatibacillum,Classical nitrogen-fixing genomes,Yes
Clostridium butyricum,CDC_51208,GCF_001886875.1,1492,cellular organisms,Bacteria,Bacillota,Clostridia,Eubacteriales,Clostridiaceae,Clostridium,Classical nitrogen-fixing genomes,Yes
Methylobacterium nodulans ORS 2060,ORS 2060,GCF_000022085.1,460265,cellular organisms,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Methylobacteriaceae,Methylobacterium,Classical nitrogen-fixing genomes,Yes
Methylocella silvestris BL2,BL2,GCF_000021745.1,395965,cellular organisms,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Beijerinckiaceae,Methylocella,Classical nitrogen-fixing genomes,Yes
Beijerinckia indica subsp. indica ATCC 9039,ATCC 9039,GCF_000019845.1,395963,cellular organisms,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Beijerinckiaceae,Beijerinckia,Classical nitrogen-fixing genomes,Yes
Pelodictyon luteolum DSM 273,DSM 273,GCF_000012485.1,319225,Chlorobium/Pelodictyon group,Bacteria,Chlorobiota,Chlorobiia,Chlorobiales,Chlorobiaceae,Pelodictyon,Classical nitrogen-fixing genomes,Yes
Methylacidiphilum infernorum V4,V4,GCF_000019665.1,481448,cellular organisms,Bacteria,Verrucomicrobiota,Methylacidiphilae,Methylacidiphilales,Methylacidiphilaceae,Methylacidiphilum,Classical nitrogen-fixing genomes,Yes
Chlorobaculum parvum NCIB 8327,NCIB 8327,GCF_000020505.1,517417,cellular organisms,Bacteria,Chlorobiota,Chlorobiia,Chlorobiales,Chlorobiaceae,Chlorobaculum,Classical nitrogen-fixing genomes,Yes
Treponema primitia ZAS-2,ZAS-2,GCF_000214375.1,545694,cellular organisms,Bacteria,Spirochaetota,Spirochaetia,Spirochaetales,Treponemataceae,Treponema,Classical nitrogen-fixing genomes,Yes
Paraburkholderia unamae,SCZa-39,GCF_003096875.1,219649,cellular organisms,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia,Classical nitrogen-fixing genomes,Yes
Paraburkholderia tuberum,DUS833,GCF_900101795.1,157910,cellular organisms,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia,Classical nitrogen-fixing genomes,Yes
'Nostoc azollae' 0708,708,GCF_000196515.1,551115,cellular organisms,Bacteria,Cyanobacteriota,Cyanophyceae,Nostocales,Nostocaceae,Trichormus,Classical nitrogen-fixing genomes,Yes
Teredinibacter turnerae,991H.S.0a.06,GCF_000964255.1,2426,cellular organisms,Bacteria,Pseudomonadota,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae,Teredinibacter,Classical nitrogen-fixing genomes,Yes
Allochromatium vinosum DSM 180,DSM 180,GCF_000025485.1,572477,cellular organisms,Bacteria,Pseudomonadota,Gammaproteobacteria,Chromatiales,Chromatiaceae,Allochromatium,Classical nitrogen-fixing genomes,Yes
Arcobacter nitrofigilis DSM 7299,DSM 7299,GCF_000092245.1,572480,cellular organisms,Bacteria,Campylobacterota,Epsilonproteobacteria,Campylobacterales,Arcobacteraceae,Arcobacter,Classical nitrogen-fixing genomes,Yes
Clostridium cellulovorans 743B,743B,GCF_000145275.1,573061,cellular organisms,Bacteria,Bacillota,Clostridia,Eubacteriales,Clostridiaceae,Clostridium,Classical nitrogen-fixing genomes,Yes
Sediminispirochaeta smaragdinae DSM 11293,DSM 11293,GCF_000143985.1,573413,cellular organisms,Bacteria,Spirochaetota,Spirochaetia,Spirochaetales,Spirochaetaceae,Sediminispirochaeta,Classical nitrogen-fixing genomes,Yes
Thermoanaerobacterium thermosaccharolyticum M0795,M0795,GCF_000328545.1,698948,cellular organisms,Bacteria,Bacillota,Clostridia,Thermoanaerobacterales,Thermoanaerobacterales Family III. Incertae Sedis,Thermoanaerobacterium,Classical nitrogen-fixing genomes,Yes
Ruminiclostridium papyrosolvens DSM 2782,DSM 2782,GCF_000175795.2,588581,cellular organisms,Bacteria,Bacillota,Clostridia,Eubacteriales,Oscillospiraceae,Ruminiclostridium,Classical nitrogen-fixing genomes,Yes
Mesorhizobium opportunistum WSM2075,WSM2075,GCF_000176035.2,536019,cellular organisms,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Phyllobacteriaceae,Mesorhizobium,Classical nitrogen-fixing genomes,Yes
Klebsiella variicola,LEMB11,GCF_009648975.1,244366,Klebsiella/Raoultella group,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Classical nitrogen-fixing genomes,Yes
Pseudodesulfovibrio mercurii,ND132,GCF_000189295.2,641491,cellular organisms,Bacteria,Thermodesulfobacteriota,Desulfovibrionia,Desulfovibrionales,Desulfovibrionaceae,Pseudodesulfovibrio,Classical nitrogen-fixing genomes,Yes
Pseudodesulfovibrio aespoeensis Aspo-2,Aspo-2,GCF_000176915.2,643562,cellular organisms,Bacteria,Thermodesulfobacteriota,Desulfovibrionia,Desulfovibrionales,Desulfovibrionaceae,Pseudodesulfovibrio,Classical nitrogen-fixing genomes,Yes
Magnetospirillum magneticum AMB-1,AMB-1,GCF_000009985.1,342108,cellular organisms,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Magnetospirillum,Classical nitrogen-fixing genomes,Yes
Cylindrospermopsis raciborskii N8,N8,GCF_018139025.1,1524929,cellular organisms,Bacteria,Cyanobacteriota,Cyanophyceae,Nostocales,Aphanizomenonaceae,Cylindrospermopsis,Classical nitrogen-fixing genomes,Yes
Paraburkholderia silvatlantica,SRCL-318,GCF_003217075.1,321895,cellular organisms,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia,Classical nitrogen-fixing genomes,Yes
Mesorhizobium ciceri biovar biserrulae,WSM1284,GCF_001618845.1,278148,cellular organisms,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Phyllobacteriaceae,Mesorhizobium,Classical nitrogen-fixing genomes,Yes
Methylosinus trichosporium OB3b,OB3b,GCF_000178815.2,595536,cellular organisms,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Methylocystaceae,Methylosinus,Classical nitrogen-fixing genomes,Yes
Paludibacter propionicigenes WB4,WB4,GCF_000183135.1,694427,cellular organisms,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Paludibacteraceae,Paludibacter,Classical nitrogen-fixing genomes,Yes
Desulfomonile tiedjei DSM 6799,DSM 6799,GCF_000266945.1,706587,cellular organisms,Bacteria,Thermodesulfobacteriota,Desulfomonilia,Desulfomonilales,Desulfomonilaceae,Desulfomonile,Classical nitrogen-fixing genomes,Yes
Methanothermococcus okinawensis IH1,IH1,GCF_000179575.2,647113,cellular organisms,Archaea,Euryarchaeota,Methanococci,Methanococcales,Methanococcaceae,Methanothermococcus,Classical nitrogen-fixing genomes,Yes
Methanothermobacter marburgensis str. Marburg,Marburg,GCF_000145295.1,79929,cellular organisms,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanothermobacter,Classical nitrogen-fixing genomes,Yes
Dysgonomonas gadei ATCC BAA-286,ATCC BAA-286,GCF_000213555.1,742766,cellular organisms,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Dysgonomonadaceae,Dysgonomonas,Classical nitrogen-fixing genomes,Yes
Methylobacter tundripaludum 21/22,21/22,GCF_000685925.1,1408450,cellular organisms,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylococcaceae,Methylobacter,Classical nitrogen-fixing genomes,Yes
Rahnella aquatilis CIP 78.65 = ATCC 33071,CIP 78.65,GCF_000241955.1,745277,cellular organisms,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Rahnella,Classical nitrogen-fixing genomes,Yes
Sinorhizobium fredii CCBAU 25509,CCBAU 25509,GCF_003177055.1,1128330,Sinorhizobium/Ensifer group,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Sinorhizobium,Classical nitrogen-fixing genomes,Yes
