test,GCF,main,evid,V1,Organism/Name,Strain,TaxID,no rank,superkingdom,phylum,class,order,family,genus,count,rename_phylum,phylum_size,rename_class,class_size,nifHDK
GCF_900637975.1_53550_F01_protein,GCF_900637975.1,,,987,Actinomyces viscosus,NCTC10951,1656,cellular organisms,Bacteria,Actinomycetota,Actinomycetes,Actinomycetales,Actinomycetaceae,Actinomyces,1,Actinomycetota,3249,Actinomycetes,3141,
GCF_002871975.1_ASM287197v1_protein,GCF_002871975.1,,,989,Actinomyces graevenitzii,UMB0286,55565,cellular organisms,Bacteria,Actinomycetota,Actinomycetes,Actinomycetales,Actinomycetaceae,Actinomyces,1,Actinomycetota,3249,Actinomycetes,3141,
GCF_000024225.1_ASM2422v1_protein,GCF_000024225.1,,,990,Lancefieldella parvulum DSM 20469,DSM 20469,521095,cellular organisms,Bacteria,Actinomycetota,Coriobacteriia,Coriobacteriales,Atopobiaceae,Lancefieldella,1,Actinomycetota,3249,other class,69,
GCF_003340385.1_ASM334038v1_protein,GCF_003340385.1,Incomplete nitrogen-fixing genomes,,999,Gordonibacter pamelaeae,3C,471189,cellular organisms,Bacteria,Actinomycetota,Coriobacteriia,Eggerthellales,Eggerthellaceae,Gordonibacter,1,Actinomycetota,3249,other class,69,
GCF_902381765.1_UHGG_MGYG-HGUT-01533_protein,GCF_902381765.1,,,1009,Corynebacterium ammoniagenes,MGYG-HGUT-01533,1697,cellular organisms,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Corynebacteriaceae,Corynebacterium,1,Actinomycetota,3249,Actinomycetes,3141,
GCF_900450505.1_51765_F02_protein,GCF_900450505.1,Incomplete nitrogen-fixing genomes,,1012,Slackia exigua,NCTC12994,84109,cellular organisms,Bacteria,Actinomycetota,Coriobacteriia,Eggerthellales,Eggerthellaceae,Slackia,1,Actinomycetota,3249,other class,69,
GCF_000177535.2_ASM17753v2_protein,GCF_000177535.2,,,1018,Corynebacterium resistens DSM 45100,DSM 45100,662755,cellular organisms,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Corynebacteriaceae,Corynebacterium,1,Actinomycetota,3249,Actinomycetes,3141,
GCF_000196675.2_ASM19667v2_protein,GCF_000196675.2,,,1046,Pseudonocardia dioxanivorans CB1190,CB1190,675635,cellular organisms,Bacteria,Actinomycetota,Actinomycetes,Pseudonocardiales,Pseudonocardiaceae,Pseudonocardia,1,Actinomycetota,3249,Actinomycetes,3141,
GCF_000185725.2_Segn_rugo_CDC_945_V2_protein,GCF_000185725.2,,,1051,Segniliparus rugosus ATCC BAA-974,ATCC BAA-974,679197,cellular organisms,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Segniliparaceae,Segniliparus,1,Actinomycetota,3249,Actinomycetes,3141,
GCF_001865765.1_ASM186576v1_protein,GCF_001865765.1,,,1061,Corynebacterium pseudotuberculosis,MEX29,1719,cellular organisms,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Corynebacteriaceae,Corynebacterium,1,Actinomycetota,3249,Actinomycetes,3141,
GCF_001042695.1_ASM104269v1_protein,GCF_001042695.1,,,1084,Scardovia inopinata JCM 12537,JCM 12537,1150468,cellular organisms,Bacteria,Actinomycetota,Actinomycetes,Bifidobacteriales,Bifidobacteriaceae,Scardovia,1,Actinomycetota,3249,Actinomycetes,3141,
GCF_001042675.1_ASM104267v1_protein,GCF_001042675.1,,,1096,Parascardovia denticolens DSM 10105 = JCM 12538,JCM 12538,864564,cellular organisms,Bacteria,Actinomycetota,Actinomycetes,Bifidobacteriales,Bifidobacteriaceae,Parascardovia,1,Actinomycetota,3249,Actinomycetes,3141,
GCF_000195315.1_ASM19531v1_protein,GCF_000195315.1,,,1097,Coriobacterium glomerans PW2,PW2,700015,cellular organisms,Bacteria,Actinomycetota,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Coriobacterium,1,Actinomycetota,3249,other class,69,
GCF_000454025.1_ASM45402v1_protein,GCF_000454025.1,,,1117,Amycolatopsis mediterranei RB,RB,1221524,cellular organisms,Bacteria,Actinomycetota,Actinomycetes,Pseudonocardiales,Pseudonocardiaceae,Amycolatopsis,1,Actinomycetota,3249,Actinomycetes,3141,
GCF_000184685.1_ASM18468v1_protein,GCF_000184685.1,,,1132,Intrasporangium calvum DSM 43043,DSM 43043,710696,cellular organisms,Bacteria,Actinomycetota,Actinomycetes,Micrococcales,Intrasporangiaceae,Intrasporangium,1,Actinomycetota,3249,Actinomycetes,3141,
GCF_000296445.1_Slac_piri_YIT_12062_V1_protein,GCF_000296445.1,,,1168,Slackia piriformis YIT 12062,YIT 12062,742818,cellular organisms,Bacteria,Actinomycetota,Coriobacteriia,Eggerthellales,Eggerthellaceae,Slackia,1,Actinomycetota,3249,other class,69,
GCF_021378605.1_ASM2137860v1_protein,GCF_021378605.1,,,1173,Eggerthella lenta,APC055-529-1D,84112,cellular organisms,Bacteria,Actinomycetota,Coriobacteriia,Eggerthellales,Eggerthellaceae,Eggerthella,1,Actinomycetota,3249,other class,69,
GCF_000225705.1_Coll_tana_YIT_12063_V1_protein,GCF_000225705.1,,,1177,Collinsella tanakaei YIT 12063,YIT 12063,742742,cellular organisms,Bacteria,Actinomycetota,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Collinsella,1,Actinomycetota,3249,other class,69,
GCF_900637725.1_52551_C01_protein,GCF_900637725.1,,,1203,Arachnia propionica,NCTC12967,1750,cellular organisms,Bacteria,Actinomycetota,Actinomycetes,Propionibacteriales,Propionibacteriaceae,Arachnia,1,Actinomycetota,3249,Actinomycetes,3141,
GCF_000215105.1_ASM21510v1_protein,GCF_000215105.1,,,1209,Isoptericola variabilis 225,225,743718,cellular organisms,Bacteria,Actinomycetota,Actinomycetes,Micrococcales,Promicromonosporaceae,Isoptericola,1,Actinomycetota,3249,Actinomycetes,3141,
GCF_000275805.1_Scar_wigg_F0424_V1_protein,GCF_000275805.1,,,1211,Scardovia wiggsiae F0424,F0424,857290,cellular organisms,Bacteria,Actinomycetota,Actinomycetes,Bifidobacteriales,Bifidobacteriaceae,Scardovia,1,Actinomycetota,3249,Actinomycetes,3141,
GCF_006539825.1_ASM653982v1_protein,GCF_006539825.1,,,1216,Corynebacterium variabile,NBRC 15286,1727,cellular organisms,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Corynebacteriaceae,Corynebacterium,1,Actinomycetota,3249,Actinomycetes,3141,
GCF_016127955.1_ASM1612795v1_protein,GCF_016127955.1,,,1247,Actinomyces oris,FDAARGOS_1051,544580,cellular organisms,Bacteria,Actinomycetota,Actinomycetes,Actinomycetales,Actinomycetaceae,Actinomyces,1,Actinomycetota,3249,Actinomycetes,3141,
GCF_002860625.1_ASM286062v1_protein,GCF_002860625.1,,,1278,Winkia neuii,UMB0402,33007,cellular organisms,Bacteria,Actinomycetota,Actinomycetes,Actinomycetales,Actinomycetaceae,Winkia,1,Actinomycetota,3249,Actinomycetes,3141,
GCF_005886435.1_ASM588643v1_protein,GCF_005886435.1,,,1284,Schaalia cardiffensis F0333,F0333,888050,cellular organisms,Bacteria,Actinomycetota,Actinomycetes,Actinomycetales,Actinomycetaceae,Schaalia,1,Actinomycetota,3249,Actinomycetes,3141,
GCF_004525745.1_ASM452574v1_protein,GCF_004525745.1,,,1299,Glutamicibacter arilaitensis,LJH19,256701,cellular organisms,Bacteria,Actinomycetota,Actinomycetes,Micrococcales,Micrococcaceae,Glutamicibacter,1,Actinomycetota,3249,Actinomycetes,3141,
GCF_001571065.1_ASM157106v1_protein,GCF_001571065.1,,,1313,Dietzia cinnamea NBRC 102147,NBRC 102147,1223524,cellular organisms,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Dietziaceae,Dietzia,1,Actinomycetota,3249,Actinomycetes,3141,
GCF_003932295.1_ASM393229v1_protein,GCF_003932295.1,,,1324,Corynebacterium bovis,4826,36808,cellular organisms,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Corynebacteriaceae,Corynebacterium,1,Actinomycetota,3249,Actinomycetes,3141,
GCF_000024925.1_ASM2492v1_protein,GCF_000024925.1,,,1329,Sanguibacter keddieii DSM 10542,DSM 10542,446469,cellular organisms,Bacteria,Actinomycetota,Actinomycetes,Micrococcales,Sanguibacteraceae,Sanguibacter,1,Actinomycetota,3249,Actinomycetes,3141,
GCF_000024785.1_ASM2478v1_protein,GCF_000024785.1,,,1330,Gordonia bronchialis DSM 43247,DSM 43247,526226,cellular organisms,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Gordoniaceae,Gordonia,1,Actinomycetota,3249,Actinomycetes,3141,
GCF_000024385.1_ASM2438v1_protein,GCF_000024385.1,,,1335,Thermomonospora curvata DSM 43183,DSM 43183,471852,cellular organisms,Bacteria,Actinomycetota,Actinomycetes,Streptosporangiales,Thermomonosporaceae,Thermomonospora,1,Actinomycetota,3249,Actinomycetes,3141,
GCF_000024965.1_ASM2496v1_protein,GCF_000024965.1,,,1337,Xylanimonas cellulosilytica DSM 15894,DSM 15894,446471,cellular organisms,Bacteria,Actinomycetota,Actinomycetes,Micrococcales,Promicromonosporaceae,Xylanimonas,1,Actinomycetota,3249,Actinomycetes,3141,
GCF_000024345.1_ASM2434v1_protein,GCF_000024345.1,,,1339,Kribbella flavida DSM 17836,DSM 17836,479435,cellular organisms,Bacteria,Actinomycetota,Actinomycetes,Propionibacteriales,Kribbellaceae,Kribbella,1,Actinomycetota,3249,Actinomycetes,3141,
GCF_000025265.1_ASM2526v1_protein,GCF_000025265.1,,,1340,Conexibacter woesei DSM 14684,DSM 14684,469383,cellular organisms,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,Conexibacteraceae,Conexibacter,1,Actinomycetota,3249,other class,9,
GCF_000024865.1_ASM2486v1_protein,GCF_000024865.1,,,1342,Streptosporangium roseum DSM 43021,DSM 43021,479432,cellular organisms,Bacteria,Actinomycetota,Actinomycetes,Streptosporangiales,Streptosporangiaceae,Streptosporangium,1,Actinomycetota,3249,Actinomycetes,3141,
GCF_000025345.1_ASM2534v1_protein,GCF_000025345.1,,,1343,Geodermatophilus obscurus DSM 43160,DSM 43160,526225,cellular organisms,Bacteria,Actinomycetota,Actinomycetes,Geodermatophilales,Geodermatophilaceae,Geodermatophilus,1,Actinomycetota,3249,Actinomycetes,3141,
GCF_000024545.1_ASM2454v1_protein,GCF_000024545.1,,,1345,Stackebrandtia nassauensis DSM 44728,DSM 44728,446470,cellular organisms,Bacteria,Actinomycetota,Actinomycetes,Glycomycetales,Glycomycetaceae,Stackebrandtia,1,Actinomycetota,3249,Actinomycetes,3141,
GCF_000092865.1_ASM9286v1_protein,GCF_000092865.1,,,1349,Cellulomonas flavigena DSM 20109,DSM 20109,446466,cellular organisms,Bacteria,Actinomycetota,Actinomycetes,Micrococcales,Cellulomonadaceae,Cellulomonas,1,Actinomycetota,3249,Actinomycetes,3141,
GCF_000092225.1_ASM9222v1_protein,GCF_000092225.1,,,1350,Tsukamurella paurometabola DSM 20162,DSM 20162,521096,cellular organisms,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Tsukamurellaceae,Tsukamurella,1,Actinomycetota,3249,Actinomycetes,3141,
GCF_017161365.1_ASM1716136v1_protein,GCF_017161365.1,,,1351,Thermobispora bispora,ZC4,2006,cellular organisms,Bacteria,Actinomycetota,Actinomycetes,Streptosporangiales,Streptosporangiaceae,Thermobispora,1,Actinomycetota,3249,Actinomycetes,3141,
GCF_900638215.1_56553_A01_protein,GCF_900638215.1,,,1352,Nocardiopsis dassonvillei,NCTC10488,2014,cellular organisms,Bacteria,Actinomycetota,Actinomycetes,Streptosporangiales,Nocardiopsaceae,Nocardiopsis,1,Actinomycetota,3249,Actinomycetes,3141,
GCF_000023405.1_ASM2340v1_protein,GCF_000023405.1,,,1356,Brachybacterium faecium DSM 4810,DSM 4810,446465,cellular organisms,Bacteria,Actinomycetota,Actinomycetes,Micrococcales,Dermabacteraceae,Brachybacterium,1,Actinomycetota,3249,Actinomycetes,3141,
GCF_000023245.1_ASM2324v1_protein,GCF_000023245.1,,,1357,Actinosynnema mirum DSM 43827,DSM 43827,446462,cellular organisms,Bacteria,Actinomycetota,Actinomycetes,Pseudonocardiales,Pseudonocardiaceae,Actinosynnema,1,Actinomycetota,3249,Actinomycetes,3141,
GCF_000023845.1_ASM2384v1_protein,GCF_000023845.1,,,1358,Cryptobacterium curtum DSM 15641,DSM 15641,469378,cellular organisms,Bacteria,Actinomycetota,Coriobacteriia,Eggerthellales,Eggerthellaceae,Cryptobacterium,1,Actinomycetota,3249,other class,69,
GCF_000023105.1_ASM2310v1_protein,GCF_000023105.1,,,1359,Beutenbergia cavernae DSM 12333,DSM 12333,471853,cellular organisms,Bacteria,Actinomycetota,Actinomycetes,Micrococcales,Beutenbergiaceae,Beutenbergia,1,Actinomycetota,3249,Actinomycetes,3141,
GCF_900637575.1_52006_A02_protein,GCF_900637575.1,,,1361,Slackia heliotrinireducens,NCTC11029,84110,cellular organisms,Bacteria,Actinomycetota,Coriobacteriia,Eggerthellales,Eggerthellaceae,Slackia,1,Actinomycetota,3249,other class,69,
GCF_900475835.1_45232_G01_protein,GCF_900475835.1,,,1362,Jonesia denitrificans,NCTC10816,43674,cellular organisms,Bacteria,Actinomycetota,Actinomycetes,Micrococcales,Jonesiaceae,Jonesia,1,Actinomycetota,3249,Actinomycetes,3141,
GCF_900452405.1_49508_H02_protein,GCF_900452405.1,,,1363,Kytococcus sedentarius,NCTC11040,1276,cellular organisms,Bacteria,Actinomycetota,Actinomycetes,Micrococcales,Kytococcaceae,Kytococcus,1,Actinomycetota,3249,Actinomycetes,3141,
GCF_000023865.1_ASM2386v1_protein,GCF_000023865.1,,,1364,Saccharomonospora viridis DSM 43017,DSM 43017,471857,cellular organisms,Bacteria,Actinomycetota,Actinomycetes,Pseudonocardiales,Pseudonocardiaceae,Saccharomonospora,1,Actinomycetota,3249,Actinomycetes,3141,
GCF_000024025.1_ASM2402v1_protein,GCF_000024025.1,,,1365,Catenulispora acidiphila DSM 44928,DSM 44928,479433,cellular organisms,Bacteria,Actinomycetota,Actinomycetes,Catenulisporales,Catenulisporaceae,Catenulispora,1,Actinomycetota,3249,Actinomycetes,3141,
GCF_000023265.1_ASM2326v1_protein,GCF_000023265.1,,,1374,Acidimicrobium ferrooxidans DSM 10331,DSM 10331,525909,cellular organisms,Bacteria,Actinomycetota,Acidimicrobiia,Acidimicrobiales,Acidimicrobiaceae,Acidimicrobium,1,Actinomycetota,3249,other class,13,
GCF_000024365.1_ASM2436v1_protein,GCF_000024365.1,,,1376,Nakamurella multipartita DSM 44233,DSM 44233,479431,cellular organisms,Bacteria,Actinomycetota,Actinomycetes,Nakamurellales,Nakamurellaceae,Nakamurella,1,Actinomycetota,3249,Actinomycetes,3141,
GCF_000192435.1_ASM19243v1_protein,GCF_000192435.1,,,1391,Gordonia neofelifaecis NRRL B-59395,NRRL B-59395,644548,cellular organisms,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Gordoniaceae,Gordonia,1,Actinomycetota,3249,Actinomycetes,3141,
GCF_000769635.1_ASM76963v1_protein,GCF_000769635.1,,,1392,Corynebacterium ulcerans,5146,65058,cellular organisms,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Corynebacteriaceae,Corynebacterium,1,Actinomycetota,3249,Actinomycetes,3141,
GCF_000204155.1_ASM20415v1_protein,GCF_000204155.1,,,1399,Micromonospora maris AB-18-032,AB-18-032,263358,cellular organisms,Bacteria,Actinomycetota,Actinomycetes,Micromonosporales,Micromonosporaceae,Micromonospora,1,Actinomycetota,3249,Actinomycetes,3141,
GCF_006539145.1_ASM653914v1_protein,GCF_006539145.1,,,1401,Microbacterium testaceum,NBRC 12675,2033,cellular organisms,Bacteria,Actinomycetota,Actinomycetes,Micrococcales,Microbacteriaceae,Microbacterium,1,Actinomycetota,3249,Actinomycetes,3141,
GCF_000214175.1_ASM21417v1_protein,GCF_000214175.1,,,1415,Hoyosella subflava DQS3-9A1,DQS3-9A1,443218,cellular organisms,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Hoyosella,1,Actinomycetota,3249,Actinomycetes,3141,
GCF_000243395.2_ASM24339v3_protein,GCF_000243395.2,,,1416,Saccharomonospora glauca K62,K62,928724,cellular organisms,Bacteria,Actinomycetota,Actinomycetes,Pseudonocardiales,Pseudonocardiaceae,Saccharomonospora,1,Actinomycetota,3249,Actinomycetes,3141,
GCF_000519325.1_ASM51932v1_protein,GCF_000519325.1,,,1423,Patulibacter minatonensis DSM 18081,DSM 18081,929712,cellular organisms,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,Patulibacteraceae,Patulibacter,1,Actinomycetota,3249,other class,9,
GCF_014490055.1_ASM1449005v1_protein,GCF_014490055.1,,,1436,Saccharopolyspora spinosa,CCTCC M206084,60894,cellular organisms,Bacteria,Actinomycetota,Actinomycetes,Pseudonocardiales,Pseudonocardiaceae,Saccharopolyspora,1,Actinomycetota,3249,Actinomycetes,3141,
GCF_000585375.1_ASM58537v1_protein,GCF_000585375.1,,,1452,Cryptosporangium arvum DSM 44712,DSM 44712,927661,cellular organisms,Bacteria,Actinomycetota,Actinomycetes,Cryptosporangiales,Cryptosporangiaceae,Cryptosporangium,1,Actinomycetota,3249,Actinomycetes,3141,
GCF_000515355.1_ASM51535v1_protein,GCF_000515355.1,,,1454,Promicromonospora kroppenstedtii DSM 19349,DSM 19349,926564,cellular organisms,Bacteria,Actinomycetota,Actinomycetes,Micrococcales,Promicromonosporaceae,Promicromonospora,1,Actinomycetota,3249,Actinomycetes,3141,
GCF_000270245.1_ASM27024v1_protein,GCF_000270245.1,,,1458,Microlunatus phosphovorus NM-1,NM-1,1032480,cellular organisms,Bacteria,Actinomycetota,Actinomycetes,Propionibacteriales,Propionibacteriaceae,Microlunatus,1,Actinomycetota,3249,Actinomycetes,3141,
GCF_007970465.1_ASM797046v1_protein,GCF_007970465.1,,,1460,Corynebacterium nuruki S6-4,S6-4,863239,cellular organisms,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Corynebacteriaceae,Corynebacterium,1,Actinomycetota,3249,Actinomycetes,3141,
GCF_000220705.2_ASM22070v2_protein,GCF_000220705.2,,,1469,Streptomyces xinghaiensis S187,S187,1038929,cellular organisms,Bacteria,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,1,Actinomycetota,3249,Actinomycetes,3141,
GCF_000222105.3_ASM22210v4_protein,GCF_000222105.3,,,1470,Mycobacterium colombiense CECT 3035,CECT 3035,1041522,cellular organisms,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycobacterium,1,Actinomycetota,3249,Actinomycetes,3141,
GCF_000421245.1_ASM42124v1_protein,GCF_000421245.1,,,1476,Serinicoccus marinus DSM 15273,DSM 15273,1123251,cellular organisms,Bacteria,Actinomycetota,Actinomycetes,Micrococcales,Ornithinimicrobiaceae,Serinicoccus,1,Actinomycetota,3249,Actinomycetes,3141,
GCF_000383775.1_ASM38377v1_protein,GCF_000383775.1,,,1488,Saccharomonospora halophila 8,8,928729,cellular organisms,Bacteria,Actinomycetota,Actinomycetes,Pseudonocardiales,Pseudonocardiaceae,Saccharomonospora,1,Actinomycetota,3249,Actinomycetes,3141,
GCF_000253375.1_ASM25337v1_protein,GCF_000253375.1,,,1489,Mycobacterium canettii CIPT 140010059,CIPT 140010059,1048245,cellular organisms,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycobacterium,1,Actinomycetota,3249,Actinomycetes,3141,
GCF_004011905.1_ASM401190v1_protein,GCF_004011905.1,,,1491,Gordonia alkanivorans,YC-RL2,84096,cellular organisms,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Gordoniaceae,Gordonia,1,Actinomycetota,3249,Actinomycetes,3141,
GCF_000225525.1_ASM22552v1_protein,GCF_000225525.1,,,1493,Streptomyces zinciresistens K42,K42,700597,cellular organisms,Bacteria,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,1,Actinomycetota,3249,Actinomycetes,3141,
GCF_000225825.1_ASM22582v2_protein,GCF_000225825.1,,,1496,Brachybacterium squillarum M-6-3,M-6-3,1074488,cellular organisms,Bacteria,Actinomycetota,Actinomycetes,Micrococcales,Dermabacteraceae,Brachybacterium,1,Actinomycetota,3249,Actinomycetes,3141,
GCF_001886595.1_ASM188659v1_protein,GCF_001886595.1,,,1511,Streptomyces venezuelae,NRRL B-65442,54571,cellular organisms,Bacteria,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,1,Actinomycetota,3249,Actinomycetes,3141,
GCF_021165915.1_ASM2116591v1_protein,GCF_021165915.1,,,1514,Rhodococcus aetherivorans,CBO21-1,191292,cellular organisms,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Nocardiaceae,Rhodococcus,1,Actinomycetota,3249,Actinomycetes,3141,
GCF_000226215.1_ASM22621v2_protein,GCF_000226215.1,,,1529,Dietzia alimentaria 72,72,1077144,cellular organisms,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Dietziaceae,Dietzia,1,Actinomycetota,3249,Actinomycetes,3141,
GCF_008704715.1_ASM870471v1_protein,GCF_008704715.1,,,1545,Streptomyces chartreusis,ATCC 14922,1969,cellular organisms,Bacteria,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,1,Actinomycetota,3249,Actinomycetes,3141,
GCF_000367205.1_ASM36720v1_protein,GCF_000367205.1,,,1548,Cutibacterium avidum 44067,44067,1170318,cellular organisms,Bacteria,Actinomycetota,Actinomycetes,Propionibacteriales,Propionibacteriaceae,Cutibacterium,1,Actinomycetota,3249,Actinomycetes,3141,
GCF_001267885.1_ASM126788v1_protein,GCF_001267885.1,,,1564,Streptomyces ambofaciens ATCC 23877,ATCC 23877,278992,cellular organisms,Bacteria,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,1,Actinomycetota,3249,Actinomycetes,3141,
GCF_016127855.1_ASM1612785v1_protein,GCF_016127855.1,,,1565,Actinomyces naeslundii,FDAARGOS_1037,1655,cellular organisms,Bacteria,Actinomycetota,Actinomycetes,Actinomycetales,Actinomycetaceae,Actinomyces,1,Actinomycetota,3249,Actinomycetes,3141,
GCF_000364325.1_Atop_minu_V1_protein,GCF_000364325.1,,,1570,Atopobium minutum 10063974,10063974,997872,cellular organisms,Bacteria,Actinomycetota,Coriobacteriia,Coriobacteriales,Atopobiaceae,Atopobium,1,Actinomycetota,3249,other class,69,
GCF_001632805.1_ASM163280v1_protein,GCF_001632805.1,,,1584,Mycobacteroides chelonae CCUG 47445,CCUG 47445,1460372,cellular organisms,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycobacteroides,1,Actinomycetota,3249,Actinomycetes,3141,
GCF_016907455.1_ASM1690745v1_protein,GCF_016907455.1,,,1603,Brachybacterium muris,DSM 15460,219301,cellular organisms,Bacteria,Actinomycetota,Actinomycetes,Micrococcales,Dermabacteraceae,Brachybacterium,1,Actinomycetota,3249,Actinomycetes,3141,
